start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,community,edit community,suburb,recode reason,gps lookup,notes,recode,community_clean,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
Loomis St & Jackson Blvd,6327,216,7,2023/02/01,2024/01/31,41.87740564,-87.75756263,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Major Ave & Bloomingdale Ave,59,1,0,2023/04/12,2024/01/30,41.91,-87.77,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
May St & Taylor St,13327,356,11,2023/02/01,2024/01/31,41.86877167,-87.74485883,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Mayfield & Roosevelt Rd,49,1,0,2023/02/05,2024/01/07,41.86558008,-87.77185267,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Menard Ave & Division St,53,0,0,2023/02/03,2023/12/08,41.9,-87.77069259,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Menard Ave & North Ave,44,0,0,2023/03/11,2023/10/21,41.90966483,-87.770274,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Narragansett & McLean,138,6,0,2023/02/06,2024/01/29,41.91581237,-87.79,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Nordica & Medill,118,2,0,2023/02/07,2024/01/05,41.92,-87.80212677,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
North Ave & New England Ave,70,1,0,2023/02/13,2024/01/28,41.90911267,-87.8,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Ogden Ave & Congress Pkwy,4148,123,2,2023/02/01,2024/01/31,41.8746506,-87.75756263,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Orleans St & Hubbard St,9052,315,8,2023/02/01,2024/01/31,41.88014495,-87.74686418,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Austin Blvd & North Ave,12,0,0,2023/04/06,2023/10/10,41.90934658,-87.78,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Austin Branch Chicago Public Library,7,0,0,2023/05/13,2023/10/20,41.88913882,-87.77,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Central Ave & Adams St,2,1,0,2023/11/05,2024/01/31,41.87829208,-87.76485169,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Central Ave & Congress Pkwy,1,0,0,2023/04/12,2023/04/12,41.87,-87.76,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Central Ave & Corcoran Pl,20,0,0,2023/06/09,2023/11/23,41.88713467,-87.765414,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Central Ave & North Ave,13,0,0,2023/04/13,2023/12/14,41.90917617,-87.77,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Cicero Ave & Le Moyne St - midblock,3,0,0,2023/06/21,2023/10/14,41.90694533,-87.74624777,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Cicero Ave & North Ave,45,0,0,2023/03/16,2023/12/04,41.90939033,-87.75,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Harriet E Sayre Public School,8,0,0,2023/06/13,2023/07/25,41.91337109,-87.79880095,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Harvey Ave & North Ave,2,0,0,2023/04/13,2023/09/22,41.909288,-87.7824295,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Lamon Ave & Erie St,1,0,0,2023/10/23,2023/10/23,41.89219017,-87.74686417,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Leclaire Ave & Division St,1,0,0,2023/04/17,2023/04/17,41.9,-87.75,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Lorel Ave & Chicago Ave,3,0,0,2023/04/07,2023/08/18,41.89,-87.76,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Mason Ave & Roosevelt Rd,3,1,0,2023/09/21,2024/01/07,41.86550883,-87.77246433,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Menard Ave & Agusta Blvd,2,0,0,2023/03/20,2023/03/21,41.9,-87.77,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Menard Ave & Madison St,1,0,0,2023/08/07,2023/08/07,41.88002241,-87.77012491,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Michele Clark Magnet High School,3,0,0,2023/05/13,2023/10/13,41.87,-87.75346315,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Neva Ave & Grand Ave,49,5,0,2023/03/31,2024/01/09,41.92,-87.80495217,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Public Rack - Newcastle Ave & Belden Ave,10,0,0,2023/03/28,2023/08/07,41.92,-87.8,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Southport Ave & Irving Park Rd,8581,233,4,2023/02/01,2024/01/31,41.88164747,-87.74485883,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Spaulding Ave & Armitage Ave,5696,149,3,2023/02/01,2024/01/31,41.89050017,-87.75756263,AUSTIN,,,,,,,AUSTIN,0,199254203.4,0,25,25,0,0,75226.47492
Clyde Ave & 87th St,89,4,0,2023/02/05,2024/01/29,41.73711733,-87.57276333,AVALON PARK,,,,,,,AVALON PARK,0,34852737.74,0,45,45,0,0,27630.82253
Public Rack - East End Ave & 87th St,7,0,0,2023/03/04,2023/10/04,41.73707533,-87.58447733,AVALON PARK,,,,,,,AVALON PARK,0,34852737.74,0,45,45,0,0,27630.82253
South Chicago Ave & 83rd St,39,1,1,2023/03/01,2024/01/15,41.74391902,-87.57525,AVALON PARK,,,,,,,AVALON PARK,0,34852737.74,0,45,45,0,0,27630.82253
South Chicago Ave & Elliot Ave,9,0,0,2023/04/27,2023/09/06,41.7473035,-87.58005047,AVALON PARK,,,,,,,AVALON PARK,0,34852737.74,0,45,45,0,0,27630.82253
Stony Island Ave & 82nd St,94,2,0,2023/02/10,2024/01/30,41.7465245,-87.58606983,AVALON PARK,,,,,,,AVALON PARK,0,34852737.74,0,45,45,0,0,27630.82253
Stony Island Ave & South Chicago Ave,96,4,0,2023/02/11,2024/01/05,41.75111417,-87.585449,AVALON PARK,,,,,,,AVALON PARK,0,34852737.74,0,45,45,0,0,27630.82253
Albany Ave & Belmont Ave,714,31,0,2023/02/01,2024/01/31,41.93938233,-87.71,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Avers Ave & Belmont Ave,2423,51,1,2023/02/01,2024/01/31,41.93928528,-87.72370851,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Central Park Ave & Elbridge Ave,2906,52,0,2023/02/02,2024/01/31,41.93505657,-87.71735489,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Elston Ave & Henderson St,1067,21,0,2023/02/02,2024/01/31,41.94,-87.70137217,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Leavitt St & Belmont Ave,4521,86,0,2023/02/01,2024/01/31,41.93910635,-87.70630538,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Lincoln Ave & Winona St,2409,55,0,2023/02/01,2024/01/31,41.94155633,-87.70090333,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Public Rack - Avondale Ave & Addison St,57,2,0,2023/04/14,2024/01/24,41.946314,-87.72020114,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Public Rack - Christiana Ave & Belmont Ave,169,4,0,2023/02/08,2024/01/27,41.93905117,-87.71213883,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Public Rack - Milwaukee Ave & Haussen Ct,348,6,0,2023/02/02,2024/01/30,41.93746007,-87.72201683,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Public Rack - Monticello Ave & Belmont Ave,267,1,0,2023/02/21,2024/01/30,41.93919313,-87.72,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Rockwell St & Fletcher St,2161,38,0,2023/02/01,2024/01/31,41.93833433,-87.69314504,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Sacramento Blvd & Addison St,881,26,0,2023/02/01,2024/01/31,41.94576371,-87.70308745,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Troy St & Elston Ave,2519,72,2,2023/02/01,2024/01/31,41.939463,-87.7068815,AVONDALE,,,,,,,AVONDALE,0,55290595.47,0,21,21,0,0,34261.9334
Central Ave & Parker Ave,291,1,0,2023/02/03,2024/01/30,41.93,-87.77,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Central Ave & Wellington Ave,6,6,0,2024/01/05,2024/01/31,41.9348355,-87.766883,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Fullerton & Monitor,140,3,0,2023/02/02,2024/01/31,41.92,-87.772464,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Kilpatrick Ave & Parker Ave,392,6,0,2023/02/01,2024/01/31,41.93,-87.74418569,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Lamon Ave & Armitage Ave,248,7,0,2023/02/03,2024/01/31,41.91657317,-87.75,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Lamon Ave & Belmont Ave,291,2,0,2023/02/02,2024/01/27,41.938723,-87.75,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Lavergne & Fullerton,229,0,0,2023/02/02,2023/10/15,41.92,-87.75131238,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Lavergne Ave & Fullerton Ave,49,6,1,2023/10/16,2024/01/31,41.92390867,-87.75185454,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Lockwood Ave & Wrightwood Ave,435,0,0,2023/02/02,2023/12/29,41.92769432,-87.76,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Long Ave & Belden Ave,197,11,0,2023/02/13,2024/01/30,41.92,-87.76103568,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Long Ave & Belmont Ave,191,10,0,2023/02/05,2024/01/29,41.93824446,-87.761742,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Mason Ave & Belmont Ave,130,1,0,2023/02/01,2024/01/19,41.93819217,-87.77270258,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Meade Ave & Diversey Ave,228,5,0,2023/02/01,2024/01/28,41.93,-87.78,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Mulligan Ave & Wellington Ave,127,6,0,2023/02/04,2024/01/31,41.93,-87.7844515,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Narragansett & Wrightwood,571,20,0,2023/02/04,2024/01/31,41.92718756,-87.79,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Parkside Ave & Armitage Ave,49,0,0,2023/02/23,2023/12/26,41.91685987,-87.77,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Austin Ave & Wellington Ave,10,1,0,2023/02/15,2024/01/24,41.93522617,-87.78,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Austin Ave & Wrightwood Ave,103,5,0,2023/02/12,2024/01/30,41.92737031,-87.78,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Central Ave & George St,37,2,0,2023/02/11,2024/01/28,41.93,-87.77,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Cicero Ave & Altgeld St,47,0,0,2023/02/18,2023/11/28,41.92569244,-87.75,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Cicero Ave & Cortland St - midblock,21,0,0,2023/03/01,2023/12/01,41.91558778,-87.75,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Cicero Ave & Wellington Ave,16,0,0,2023/02/13,2023/12/15,41.93546248,-87.75,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Cicero Ave & Wrightwood Ave,169,3,0,2023/02/03,2024/01/29,41.92780662,-87.75,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Fullerton Ave & Lavergne Ave,10,0,0,2023/04/13,2023/11/22,41.92,-87.75235883,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Fullerton Ave & Narragansett Ave,76,5,0,2023/02/04,2024/01/30,41.92,-87.79,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Kenton Ave & Palmer St,100,0,0,2023/02/06,2023/12/17,41.92,-87.74199233,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Laporte Ave & Armitage Ave,17,0,0,2023/03/02,2023/10/12,41.91691935,-87.75040017,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Laramie Ave & Belmont Ave,58,1,0,2023/02/15,2024/01/24,41.93841717,-87.76,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Laramie Ave & Fullerton Ave,34,0,0,2023/02/28,2023/11/21,41.92,-87.76,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Laramie Ave & Grand Ave,54,7,0,2023/02/14,2024/01/20,41.91667652,-87.76,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Linder Ave & Belmont Ave,10,0,0,2023/04/20,2023/12/12,41.9385765,-87.763724,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Lockwood Ave & Diversey Ave,78,0,0,2023/02/02,2023/12/02,41.93,-87.76,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Lorel Ave & Grand Ave,30,0,0,2023/02/02,2023/12/15,41.91744888,-87.76,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - McVicker Ave & Grand Ave,4,0,0,2023/04/13,2023/08/04,41.92,-87.78,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Melvina Ave & Belmont Ave,47,0,0,2023/02/19,2023/11/27,41.9383295,-87.78153517,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Menard Ave & Belmont Ave,19,3,0,2023/04/04,2024/01/30,41.9384085,-87.77155317,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Menard Ave & Grand Ave,29,0,0,2023/03/20,2023/12/17,41.91971719,-87.77138507,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - N Narragansett Ave & Grand Ave,49,0,0,2023/02/25,2023/12/19,41.92,-87.79,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Nagle Ave & Belmont Ave,177,12,0,2023/02/04,2024/01/31,41.9381975,-87.79,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Public Rack - Narragansett Ave & Fullerton Ave,21,1,0,2023/04/28,2024/01/07,41.92,-87.78482617,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Ravenswood Ave & Irving Park Rd,5754,168,3,2023/02/01,2024/01/31,41.91686183,-87.74485883,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Seeley Ave & Roscoe St,6528,127,3,2023/02/01,2024/01/31,41.91686183,-87.74485883,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Sheridan Rd & Argyle St,7589,151,1,2023/02/02,2024/01/31,41.91686183,-87.74485883,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
St. Louis Ave & Fullerton Ave,3380,77,0,2023/02/01,2024/01/31,41.9242717,-87.76630317,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
Western Ave & Roscoe St,3339,75,0,2023/02/01,2024/01/31,41.91686183,-87.74485883,BELMONT CRAGIN,,,,,,,BELMONT CRAGIN,0,109099414.7,0,19,19,0,0,43311.70738
DuSable Lake Shore Dr & North Blvd,35874,138,1,2023/02/01,2024/01/31,41.733342,-87.6779642,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Prospect Sq & 91st St,170,3,0,2023/02/14,2024/01/09,41.72784783,-87.667709,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - 10557 S Western Ave,4,0,0,2023/02/20,2023/08/07,41.7,-87.68164233,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Bell Ave & 95th St,20,0,0,2023/02/02,2023/12/19,41.72,-87.68,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Hamilton Ave & 95th St,28,1,0,2023/02/12,2024/01/07,41.72,-87.68,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Longwood Dr & 95th St,3,0,0,2023/07/24,2023/09/21,41.72096083,-87.6697575,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Walden Pkwy & 103rd St,149,6,0,2023/02/01,2024/01/30,41.70594167,-87.67,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Walden Pkwy & 99th St,3,0,0,2023/05/27,2023/07/11,41.71391726,-87.66793083,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 100th St,28,0,0,2023/02/03,2023/12/12,41.71,-87.68209827,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 104th St - East,16,1,0,2023/02/11,2024/01/04,41.7,-87.6817685,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 104th St - West,14,0,0,2023/02/20,2023/12/01,41.7,-87.68172533,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 105th St,11,0,0,2023/05/30,2023/12/20,41.70229054,-87.68170059,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 106th St - East,5,4,0,2023/06/18,2024/01/05,41.70036495,-87.68131317,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 106th St - West,4,0,0,2023/04/14,2023/10/03,41.7,-87.6818395,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 92nd Pl,21,5,0,2023/02/11,2024/01/05,41.725217,-87.68207717,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Western Ave & 96th St,59,8,0,2023/03/29,2024/01/11,41.71837083,-87.68191373,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Public Rack - Wood St & 103rd St,16,0,0,2023/02/08,2023/12/20,41.706563,-87.67,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Vincennes Ave & 104th St,147,2,0,2023/02/27,2024/01/30,41.70485711,-87.65715983,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Walden Pkwy & 100th St,266,7,0,2023/02/06,2024/01/28,41.71213257,-87.66786814,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Western Ave & 104th St,159,2,0,2023/02/02,2024/01/30,41.70457637,-87.68120515,BEVERLY,,,,,,,BEVERLY,0,88779363.94,0,72,72,0,0,44591.4851
Adler Planetarium,16893,108,5,2023/02/01,2024/01/31,41.83867633,-87.64862671,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Calumet Ave & 21st St,4250,54,0,2023/02/01,2024/01/31,41.83479225,-87.64862671,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Clinton St & Roosevelt Rd,7375,158,5,2023/02/01,2024/01/31,41.831712,-87.64615733,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Emerald Ave & 28th St,2952,71,1,2023/02/01,2024/01/31,41.84328866,-87.6456065,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Emerald Ave & 31st St,6298,131,4,2023/02/01,2024/01/31,41.83774972,-87.64603949,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Field Blvd & South Water St,12028,197,5,2023/02/01,2024/01/31,41.84707783,-87.64862671,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Halsted St & 37th St,597,14,0,2023/02/01,2024/01/31,41.82695985,-87.64580817,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Loomis St & Archer Ave,1324,37,0,2023/02/07,2024/01/31,41.84144068,-87.6579144,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
MLK Jr Dr & 29th St,15780,435,11,2023/02/01,2024/01/31,41.83479225,-87.65009975,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Michigan Ave & Washington St,22573,644,11,2023/02/01,2024/01/31,41.83673513,-87.64862671,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Morgan St & 31st St,4067,123,1,2023/02/01,2024/01/31,41.83745551,-87.65188026,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Morgan St & Pershing Rd,214,4,0,2023/02/02,2024/01/28,41.82354128,-87.651012,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Racine Ave & 35th St,1960,44,1,2023/02/01,2024/01/31,41.82897083,-87.65656483,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Shields Ave & 28th Pl,3043,78,1,2023/02/01,2024/01/31,41.84232724,-87.63812898,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Wabash Ave & Adams St,10058,297,6,2023/02/01,2024/01/31,41.8461902,-87.65228927,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Wallace St & 35th St,2196,51,1,2023/02/02,2024/01/31,41.83050783,-87.64146483,BRIDGEPORT,,,,,,,BRIDGEPORT,0,58291519.28,0,60,60,0,0,32732.71833
Archer Ave & 43rd St,96,4,0,2023/02/08,2024/01/27,41.81541562,-87.70250883,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Artesian Ave & Hubbard St,5244,247,6,2023/02/01,2024/01/31,41.82328903,-87.69066023,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
California Ave & 36th St,129,2,0,2023/02/06,2024/01/23,41.82818341,-87.69460267,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Fairfield Ave & 44th St,300,8,0,2023/02/04,2024/01/31,41.81,-87.69333577,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Francisco Ave & 47th St,197,6,0,2023/02/09,2024/01/28,41.80814862,-87.7,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Kedzie Ave & 45th St,136,5,0,2023/02/02,2024/01/26,41.81,-87.7041986,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Larrabee St & Kingsbury St,21790,1008,21,2023/02/01,2024/01/31,41.81354967,-87.69310733,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Logan Blvd & Elston Ave,6177,180,2,2023/02/01,2024/01/31,41.82328903,-87.68755305,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Public Rack - Brighton Park Branch Chicago Library,9,0,0,2023/02/11,2023/11/16,41.81,-87.70294225,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
Public Rack - California Ave & Pershing Rd,18,0,0,2023/03/28,2023/12/15,41.82,-87.69500673,BRIGHTON PARK,,,,,,,BRIGHTON PARK,0,75892790.31,0,58,58,0,0,36537.13431
