start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng
Michigan Ave & Oak St,37251,228,4,2023-02-01,2024-01-31,41.860457333333336,-87.68064771666667
Michigan Ave & Pearson St,10000,171,6,2023-02-01,2024-01-31,41.883601657275165,-87.6756519
Michigan Ave & Washington St,22573,644,11,2023-02-01,2024-01-31,41.836735129,-87.64862671494483
Mies van der Rohe Way & Chestnut St,13626,274,3,2023-02-01,2024-01-31,41.879114628,-87.65218332409859
Mies van der Rohe Way & Chicago Ave,13761,386,9,2023-02-01,2024-01-31,41.877845168,-87.71029495
Millard Ave & 26th St,334,3,0,2023-02-03,2024-01-29,41.844423166666665,-87.71620433333334
Millennium Park,29958,323,2,2023-02-01,2024-01-31,41.8588615,-87.73060976666666
Milwaukee Ave & Cuyler Ave,1021,30,0,2023-02-01,2024-01-31,41.953950405,-87.749849677
Milwaukee Ave & Fullerton Ave,3888,76,0,2023-02-01,2024-01-30,41.92,-87.70094116666667
Milwaukee Ave & Grand Ave,15931,395,2,2023-02-01,2024-01-31,41.77407406666666,-87.680501819
Milwaukee Ave & Rockwell St,4206,63,0,2023-02-01,2024-01-31,41.87371633333333,-87.6932441
Milwaukee Ave & Wabansia Ave,12672,326,3,2023-02-01,2024-01-31,41.883601657275165,-87.6821855
Monticello Ave & Chicago Ave,85,1,0,2023-02-05,2024-01-31,41.895082,-87.72
Monticello Ave & Irving Park Rd,1877,61,0,2023-02-02,2024-01-31,41.953523993,-87.719841599
Monticello Ave & Lawrence Ave,216,23,0,2023-09-20,2024-01-31,41.968058109,-87.719664216
Montrose Harbor,20147,111,2,2023-02-01,2024-01-31,41.90066456666667,-87.6831905
Morgan Ave & 14th Pl,4419,122,1,2023-02-01,2024-01-31,41.861533642,-87.68962943333334
Morgan St & 18th St,5174,128,3,2023-02-01,2024-01-31,41.85762012,-87.74485883333334
Morgan St & 31st St,4067,123,1,2023-02-01,2024-01-31,41.837455511,-87.651880264
Morgan St & Lake St*,8662,366,12,2023-02-01,2024-01-31,41.864447405239375,-87.68239974975586
Morgan St & Pershing Rd,214,4,0,2023-02-02,2024-01-28,41.823541284,-87.651012
Morgan St & Polk St,19392,580,4,2023-02-01,2024-01-31,41.842626214,-87.71515141666667
Mozart St & 79th St,2,0,0,2023-11-10,2023-11-22,41.74960041,-87.693950534
Mozart St & Jackson Blvd,114,5,0,2023-02-04,2024-01-30,41.8773595,-87.7
Mulligan Ave & Wellington Ave,127,6,0,2023-02-04,2024-01-31,41.93,-87.7844515
Museum of Science and Industry,5321,50,0,2023-02-02,2024-01-31,41.791428566,-87.62586271666666
N Carpenter St & W Lake St,2642,73,0,2023-02-01,2024-01-31,41.88524433333333,-87.65377383333333
N Clark St & W Elm St,405,22,1,2023-02-07,2024-01-30,41.9,-87.631762
N Damen Ave & W Chicago Ave,1422,63,0,2023-02-01,2024-01-31,41.895154,-87.68
N Green St & W Lake St,6644,184,0,2023-02-01,2024-01-31,41.885222166666665,-87.65
N Paulina St & Lincoln Ave,1997,46,0,2023-02-01,2024-01-31,41.94,-87.6718425
N Sheffield Ave & W Wellington Ave,2162,76,0,2023-02-01,2024-01-31,41.936005116,-87.654103756
N Shore Channel Trail & Argyle St,1128,22,0,2023-02-01,2024-01-29,41.97,-87.7030855
N Southport Ave & W Newport Ave,1706,56,0,2023-02-01,2024-01-31,41.94,-87.664348602
Narragansett & Irving Park,331,13,0,2023-02-01,2024-01-30,41.95,-87.79
Narragansett & McLean,138,6,0,2023-02-06,2024-01-29,41.915812373,-87.79
Narragansett & Wrightwood,571,20,0,2023-02-04,2024-01-31,41.927187562,-87.79
Narragansett Ave & School St,207,11,0,2023-02-06,2024-01-30,41.94,-87.79
New St & Illinois St,20549,375,0,2023-02-01,2024-01-31,41.877773046,-87.65228927135468
Noble St & Milwaukee Ave,5377,191,1,2023-02-01,2024-01-31,41.883601657275165,-87.66787016666666
Noble St & Milwaukee Ave (Temp),2038,0,0,2023-08-16,2023-11-15,41.88381575,-87.6626
Nordica & Medill,118,2,0,2023-02-07,2024-01-05,41.92,-87.802126765
Normal Ave & Archer Ave,1277,81,4,2023-02-02,2024-01-31,41.84942616666667,-87.640709043
North Ave & New England Ave,70,1,0,2023-02-13,2024-01-28,41.909112666666665,-87.8
OH - BONFIRE - TESTING,1,0,0,2023-06-28,2023-06-28,41.863618612,-87.679668069
OH Charging Stx - Test,18,0,0,2023-06-15,2023-06-29,41.86257,-87.6799351
Oak Park & Wellington,116,2,0,2023-02-01,2024-01-30,41.93,-87.8
Oakley Ave & Irving Park Rd,2594,77,1,2023-02-02,2024-01-31,41.953924894,-87.686238885
Oakley Ave & Touhy Ave,842,15,0,2023-02-01,2024-01-30,42.01198554,-87.688366532
Ogden Ave & Chicago Ave,13133,349,3,2023-02-01,2024-01-31,41.883601657275165,-87.68975805
Ogden Ave & Congress Pkwy,4148,123,2,2023-02-01,2024-01-31,41.874650598,-87.75756263333334
Ogden Ave & Race Ave,9235,237,2,2023-02-01,2024-01-31,41.880384803,-87.68051826666667
Ogden Ave & Roosevelt Rd,2535,84,0,2023-02-01,2024-01-31,41.705845233333335,-87.71734213333333
Oglesby Ave & 100th St,62,0,0,2023-02-12,2023-12-22,41.713274121,-87.56590983333334
Oketo Ave & Addison St,72,0,0,2023-02-05,2023-12-23,41.94,-87.812005043
Olive Harvey College,44,0,0,2023-02-13,2023-12-15,41.709486485,-87.590279937
Orange & Addison,82,3,0,2023-02-12,2024-01-08,41.94,-87.824248791
Orleans St & Chestnut St (NEXT Apts),9174,247,7,2023-02-01,2024-01-31,41.883601657275165,-87.64862671494483
Orleans St & Elm St,6294,142,1,2023-02-01,2024-01-31,41.87799155,-87.64862671494483
Orleans St & Hubbard St,9052,315,8,2023-02-01,2024-01-31,41.880144954,-87.74686418333333
Orleans St & Merchandise Mart Plaza,19987,729,10,2023-02-01,2024-01-31,41.879223466,-87.68005096666667
Panama Ave & Grace St,33,0,0,2023-02-11,2023-08-11,41.947609663,-87.83
Parkside Ave & Armitage Ave,49,0,0,2023-02-23,2023-12-26,41.916859865,-87.77
Paulina Ave & 87th St,9,0,0,2023-10-26,2023-12-12,41.7354895,-87.665663
Paulina Ave & North Ave,7282,150,4,2023-02-01,2024-01-31,41.86556503333333,-87.716762
Paulina St & 18th St,4463,146,5,2023-02-02,2024-01-31,41.8538097,-87.71515141666667
Paulina St & Flournoy St,8375,314,5,2023-02-01,2024-01-31,41.853214418519656,-87.68599833333333
Paulina St & Howard St,2639,74,2,2023-02-01,2024-01-31,42.018464804,-87.673820972
Paulina St & Montrose Ave,5523,216,11,2023-02-01,2024-01-31,41.89023363333333,-87.68015061666667
Peoria St & Jackson Blvd,17446,623,11,2023-02-01,2024-01-31,41.842626214,-87.704150558
Perry Ave & 69th St,337,9,0,2023-02-02,2024-01-29,41.76918616666666,-87.62831883333334
Phillips Ave & 79th St,190,5,0,2023-02-07,2024-01-30,41.751747012,-87.565411687
Phillips Ave & 83rd St,54,2,0,2023-04-26,2024-01-30,41.744504166666665,-87.565178633
Pine Grove Ave & Irving Park Rd,16546,338,10,2023-02-01,2024-01-31,41.877773046,-87.66593216666666
Pine Grove Ave & Waveland Ave,21160,485,8,2023-02-01,2024-01-31,41.883601657275165,-87.67066776752472
Ping Tom Park (East),530,12,0,2023-05-26,2024-01-31,41.8576455,-87.632097125
Plainfield & Irving Park,65,0,0,2023-02-13,2023-12-13,41.95,-87.83335583333333
Prairie Ave & 43rd St,906,24,0,2023-02-01,2024-01-31,41.816125512,-87.620119452
Prairie Ave & Garfield Blvd,1297,43,1,2023-02-02,2024-01-31,41.794573188,-87.6280285
Princeton Ave & 47th St,542,14,1,2023-02-02,2024-01-31,41.809233189,-87.63354433333333
Princeton Ave & Garfield Blvd,412,10,1,2023-02-02,2024-01-31,41.794883132,-87.633324623
Prospect Sq & 91st St,170,3,0,2023-02-14,2024-01-09,41.727847833333335,-87.667709
Public Rack - 10101 S Stony Island Ave,1,0,0,2023-07-10,2023-07-10,41.708375833333335,-87.58101566666667
Public Rack - 10557 S Western Ave,4,0,0,2023-02-20,2023-08-07,41.7,-87.68164233333333
Public Rack - 111th St - Morgan Park Metra,48,5,0,2023-02-09,2024-01-30,41.69,-87.670751214
Public Rack - 2302 S Pulaski Rd,5,0,0,2023-04-05,2023-09-18,41.849715114,-87.72480154
Public Rack - 4810 Keeler Ave,56,0,0,2023-05-12,2023-12-18,41.968245029,-87.73308833333333
Public Rack - 532 E 43rd St,17,1,0,2023-04-13,2024-01-08,41.8166695,-87.613342524
Public Rack - 53rd St & Indiana Ave,1,0,0,2023-12-13,2023-12-13,41.798250794,-87.620858073
Public Rack - 56th St & Mulligan Ave,46,2,0,2023-05-04,2024-01-30,41.79,-87.78006983333333
Public Rack - 61st St & Melvina Ave,38,0,0,2023-05-11,2023-09-27,41.78,-87.78
Public Rack - 63rd & Western Ave N,3,0,0,2023-05-10,2023-09-10,41.77932416666667,-87.6838475
Public Rack - 63rd & Western Ave S,6,0,0,2023-02-11,2023-10-16,41.77895616666667,-87.68380516666667
Public Rack - 63rd Pl & Narraganssett Ave,58,0,0,2023-05-07,2023-11-16,41.776492715,-87.782192945
Public Rack - 63rd St and Nagle Ave,15,0,0,2023-05-14,2023-09-17,41.77753883333333,-87.78225112
Public Rack - 63rd St and Natoma Ave,1,0,0,2023-05-22,2023-05-22,41.77764466666667,-87.7874625
Public Rack - 82nd st & Kedzie Ave,16,0,0,2023-05-14,2023-11-10,41.74,-87.70239
Public Rack - 83rd Pl & Kedzie Ave N,4,0,0,2023-05-20,2023-08-30,41.74,-87.702356577
Public Rack - 83rd St (Avalon Park) Metra,1,0,0,2023-08-25,2023-08-25,41.74405716666666,-87.59915633333334
Public Rack - 85th Pl & Pulaski Rd,2,0,0,2023-08-15,2023-09-16,41.737378359,-87.721440554
Public Rack - Abbott Park,21,0,0,2023-06-10,2023-09-10,41.721343,-87.6227375
Public Rack - Ada St & 119th St,4,0,0,2023-05-29,2023-11-05,41.677410841,-87.654848576
Public Rack - Ada St & 95th St,9,0,0,2023-05-16,2023-06-15,41.72,-87.66
Public Rack - Aida Food Market,4,0,0,2023-04-29,2023-09-23,41.749760032,-87.64415729
Public Rack - Al Raby School,1,0,0,2023-11-11,2023-11-11,41.886376739,-87.714694262
Public Rack - Albany Ave & 111th St - NW,5,0,0,2023-03-21,2023-08-26,41.69,-87.7
Public Rack - Albany Ave & 63rd St,18,0,0,2023-03-14,2023-11-12,41.778827166666666,-87.701157093
Public Rack - Archer Park,3,0,0,2023-05-05,2023-12-01,41.8,-87.74
Public Rack - Artesian & 71st,11,1,0,2023-05-16,2024-01-05,41.76,-87.68485016666666
Public Rack - Ashburn Metra ,1,0,0,2023-09-02,2023-09-02,41.74121809,-87.713127255
Public Rack - Ashland Ave & 45th St  S,1,0,0,2023-05-31,2023-05-31,41.811297655,-87.665183187
Public Rack - Ashland Ave & 46th St,3,0,0,2023-06-26,2023-08-11,41.810481191,-87.66526258
Public Rack - Ashland Ave & 63rd St,12,0,0,2023-07-07,2023-12-15,41.778813666666665,-87.66432666666667
Public Rack - Ashland Ave & 71st St,10,1,0,2023-03-23,2024-01-26,41.76583416666666,-87.664609194
Public Rack - Ashland Ave & 73rd St,3,0,0,2023-04-29,2023-05-20,41.76,-87.66
Public Rack - Ashland Ave & 74th St,2,0,0,2023-05-19,2023-05-27,41.759627,-87.66374983333333
Public Rack - Ashland Ave & 76th St,13,0,0,2023-02-02,2023-07-26,41.755841,-87.6639465
Public Rack - Ashland Ave & 83rd St,10,0,0,2023-05-11,2023-09-25,41.74,-87.66371429
Public Rack - Ashland Ave & 91st St,68,8,0,2023-05-10,2024-01-31,41.728318572,-87.662843
Public Rack - Austin & 62nd,14,0,0,2023-05-05,2023-06-23,41.779560804,-87.7716645
Public Rack - Austin & Higgins,20,0,0,2023-05-04,2023-12-18,41.97,-87.78
Public Rack - Austin Ave & Archer Ave,11,0,0,2023-05-11,2023-08-26,41.79,-87.77153492
Public Rack - Austin Ave & Roscoe St,37,0,0,2023-02-16,2023-11-06,41.94,-87.78
Public Rack - Austin Ave & Wellington Ave,10,1,0,2023-02-15,2024-01-24,41.935226166666666,-87.78
Public Rack - Austin Ave & Wrightwood Ave,103,5,0,2023-02-12,2024-01-30,41.92737031,-87.78
Public Rack - Austin Blvd & North Ave,12,0,0,2023-04-06,2023-10-10,41.909346581,-87.78
Public Rack - Austin Branch Chicago Public Library,7,0,0,2023-05-13,2023-10-20,41.889138818,-87.77
Public Rack - Ave N & 106th St,13,0,0,2023-04-21,2023-10-19,41.7,-87.54
Public Rack - Avenue J & 102nd St,2,0,0,2023-07-11,2023-08-29,41.709985137,-87.534298897
Public Rack - Avenue J & 106th St,4,1,0,2023-09-09,2024-01-08,41.702574849,-87.533526301
Public Rack - Avenue M & 132nd St,3,0,0,2023-03-28,2023-12-30,41.655665,-87.54
Public Rack - Avers & Granville,38,0,0,2023-05-23,2023-12-07,41.993745804,-87.72494936
Public Rack - Avers & Lawrence,138,2,0,2023-05-05,2024-01-08,41.96812,-87.724841
Public Rack - Avers Ave & Archer Ave,27,0,0,2023-02-18,2023-10-03,41.8,-87.72
Public Rack - Avers Ave & Irving Park Rd,169,1,0,2023-02-02,2024-01-03,41.95,-87.72451066666666
Public Rack - Avers Ave & Ogden Ave,15,0,0,2023-04-18,2023-11-14,41.85,-87.721349478
Public Rack - Avondale Ave & Addison St,57,2,0,2023-04-14,2024-01-24,41.946314,-87.720201135
Public Rack - Baltimore Ave & 132nd St,7,0,0,2023-05-30,2023-09-24,41.655091047,-87.547188997
Public Rack - Baltimore Ave & 133rd St,31,2,0,2023-02-07,2024-01-25,41.65,-87.55
Public Rack - Baltimore Ave & 134th St,2,0,0,2023-06-02,2023-08-04,41.65136385,-87.547291875
Public Rack - Bell Ave & 95th St,20,0,0,2023-02-02,2023-12-19,41.72,-87.68
Public Rack - Bernard St & Foster Ave,17,1,0,2023-05-10,2024-01-08,41.975584865,-87.712967873
Public Rack - Bishop St & 46th St,27,0,0,2023-04-21,2023-12-10,41.809641361,-87.661475062
Public Rack - Brainerd Park,7,0,0,2023-02-28,2023-07-22,41.72693646,-87.654972196
Public Rack - Brandon Ave & 91st St,51,2,0,2023-03-25,2024-01-08,41.729874492,-87.55
Public Rack - Brighton Park Branch Chicago Library,9,0,0,2023-02-11,2023-11-16,41.81,-87.702942252
Public Rack - Brooks Park,8,0,0,2023-05-20,2023-07-05,42.0,-87.81
Public Rack - Bryn Mawr Ave & Milwaukee Ave,10,0,0,2023-05-20,2023-10-07,41.98,-87.77443
Public Rack - Bryn Mawr Ave & Spaulding Ave,24,0,0,2023-05-22,2023-12-10,41.98295666666667,-87.711987376
Public Rack - Buffalo Ave & 89th St,19,0,0,2023-04-20,2023-12-20,41.73,-87.544487834
Public Rack - California & 71st,17,0,0,2023-05-11,2023-09-07,41.76,-87.69350483333334
Public Rack - California & 82nd,2,0,0,2023-05-07,2023-05-23,41.74492516666667,-87.69257166666667
Public Rack - California & 87th,7,0,0,2023-05-08,2023-12-20,41.735667467,-87.69221883333333
Public Rack - California Ave & Cortez St,182,7,0,2023-02-02,2024-01-31,41.899793386,-87.7
Public Rack - California Ave & Devon Ave - NE,114,1,0,2023-02-25,2024-01-30,41.9979365,-87.7
Public Rack - California Ave & Devon Ave - NW,52,2,0,2023-02-13,2024-01-30,41.9981985,-87.7
Public Rack - California Ave & Marquette Rd,26,0,0,2023-02-13,2023-05-05,41.77,-87.69
Public Rack - California Ave & Ogden Ave,25,0,0,2023-04-12,2023-09-17,41.86,-87.7
Public Rack - California Ave & Pershing Rd,18,0,0,2023-03-28,2023-12-15,41.82,-87.695006728
Public Rack - California Ave & Touhy Ave - NW,82,1,0,2023-02-10,2024-01-08,42.01,-87.70001
Public Rack - California Ave & Touhy Ave - SW,9,0,0,2023-04-08,2023-10-18,42.01,-87.700417161
Public Rack - California Ave & Touhy Ave - midblock,6,0,0,2023-05-13,2023-11-15,42.01,-87.70063783333333
Public Rack - Calumet Ave & 103rd St,1,0,0,2023-08-29,2023-08-29,41.707316875,-87.615586877
Public Rack - Calumet Ave & 133rd St,1,0,0,2023-09-12,2023-09-12,41.653700666666666,-87.61438816666667
Public Rack - Calumet Ave & 51st St,67,1,0,2023-03-23,2024-01-02,41.8,-87.62
Public Rack - Calumet Ave & 71st St,1,0,0,2023-09-08,2023-09-08,41.765603423,-87.616917133
Public Rack - Campbell Ave & Pratt Blvd,84,3,0,2023-03-09,2024-01-31,42.004960179,-87.69265366666667
Public Rack - Canfield & Victoria,7,0,0,2023-05-10,2023-10-16,41.98,-87.82320516666667
Public Rack - Canty Elementary School,3,0,0,2023-02-28,2023-07-05,41.94763516666666,-87.83
Public Rack - Central & Berteau,21,0,0,2023-05-03,2023-12-08,41.95684123,-87.77
Public Rack - Central & Leland,20,0,0,2023-05-03,2023-12-23,41.965360761,-87.77
Public Rack - Central & Prescott,16,0,0,2023-05-07,2023-07-22,41.99,-87.77
Public Rack - Central Ave & Adams St,2,1,0,2023-11-05,2024-01-31,41.878292084,-87.764851689
Public Rack - Central Ave & Congress Pkwy,1,0,0,2023-04-12,2023-04-12,41.87,-87.76
Public Rack - Central Ave & Corcoran Pl,20,0,0,2023-06-09,2023-11-23,41.887134671,-87.765414
Public Rack - Central Ave & George St,37,2,0,2023-02-11,2024-01-28,41.93,-87.77
Public Rack - Central Ave & Lawrence Ave,39,3,0,2023-05-12,2024-01-27,41.967590666666666,-87.77
Public Rack - Central Ave & North Ave,13,0,0,2023-04-13,2023-12-14,41.90917616666667,-87.77
Public Rack - Central Ave & Pensacola Ave,67,0,0,2023-05-12,2023-12-29,41.959796309,-87.77
Public Rack - Central Park & Bryn Mawr,19,1,0,2023-05-02,2024-01-28,41.98,-87.72
Public Rack - Central Park & Peterson,11,0,0,2023-05-07,2023-11-27,41.99,-87.72
Public Rack - Central Park Ave & 16th St,4,0,0,2023-05-19,2023-05-31,41.85906589,-87.72
Public Rack - Central Park Ave & Fillmore St,3,2,0,2023-09-07,2024-01-30,41.868024349,-87.71582222
Public Rack - Central Park Ave & Fulton Blvd,1,0,0,2023-05-20,2023-05-20,41.89,-87.72
Public Rack - Central Park Ave & Ogden Ave,5,0,0,2023-07-31,2023-11-16,41.854005,-87.71545916666666
Public Rack - Champlain Ave & 134th St,2,0,0,2023-07-10,2023-07-10,41.657408333333336,-87.60670666666667
Public Rack - Champlain Ave & 65th St,243,1,0,2023-02-06,2024-01-28,41.775666356,-87.61
Public Rack - Chappel Ave & 71st St,11,0,0,2023-06-21,2023-12-21,41.7660501,-87.57566
Public Rack - Chase Ave & Touhy Ave - NE,13,0,0,2023-02-04,2023-10-23,42.01,-87.690313578
Public Rack - Chase Ave & Touhy Ave - NW,5,0,0,2023-06-13,2023-09-14,42.014176965,-87.69038866666666
Public Rack - Chopin Park,15,0,0,2023-04-28,2023-09-13,41.94,-87.761923909
Public Rack - Christiana & Lincoln,46,0,0,2023-05-04,2023-12-15,41.99,-87.712756276
Public Rack - Christiana Ave & 55th St,1,0,0,2023-02-24,2023-02-24,41.79,-87.71
Public Rack - Christiana Ave & Archer Ave,47,3,0,2023-02-01,2024-01-27,41.81,-87.71
Public Rack - Christiana Ave & Belmont Ave,169,4,0,2023-02-08,2024-01-27,41.939051166666665,-87.71213883333333
Public Rack - Christiana Ave & Bryn Mawr Ave,15,0,0,2023-02-13,2023-10-06,41.98,-87.71252954
Public Rack - Christiana Ave & Lawrence Ave,17,0,0,2023-02-16,2023-10-21,41.968317,-87.713040948
Public Rack - Cicero & 64th,9,0,0,2023-05-06,2023-11-09,41.776226163,-87.742588758
Public Rack - Cicero & Rosemont,11,1,0,2023-05-04,2024-01-04,41.99565649,-87.75
Public Rack - Cicero Ave & Altgeld St,47,0,0,2023-02-18,2023-11-28,41.925692439,-87.75
Public Rack - Cicero Ave & Belle Plaine Ave,19,0,0,2023-05-10,2023-12-23,41.955309749,-87.75
Public Rack - Cicero Ave & Cortland St - midblock,21,0,0,2023-03-01,2023-12-01,41.915587783,-87.75
Public Rack - Cicero Ave & Le Moyne St - midblock,3,0,0,2023-06-21,2023-10-14,41.90694533333333,-87.746247768
Public Rack - Cicero Ave & North Ave,45,0,0,2023-03-16,2023-12-04,41.90939033333333,-87.75
Public Rack - Cicero Ave & Roscoe St,50,0,0,2023-02-19,2023-12-20,41.94,-87.75
Public Rack - Cicero Ave & Wellington Ave,16,0,0,2023-02-13,2023-12-15,41.935462475,-87.75
Public Rack - Cicero Ave & Wrightwood Ave,169,3,0,2023-02-03,2024-01-29,41.927806616,-87.75
Public Rack - Claremont Ave & 71st St,2,0,0,2023-03-11,2023-03-11,41.76,-87.68
Public Rack - Colfax Ave & 83rd St,6,1,0,2023-06-02,2024-01-18,41.74457233333333,-87.56108766666667
Public Rack - Columbus & 79th,40,0,0,2023-05-04,2023-09-26,41.7491975,-87.704412341
Public Rack - Commercial Ave & 89th St,8,1,0,2023-03-11,2024-01-01,41.73,-87.551465869
Public Rack - Cornell Ave & 87th Pl,3,0,0,2023-04-19,2023-07-07,41.7367565,-87.58281666666667
Public Rack - Cottage Grove & 84th St,4,0,0,2023-07-09,2023-12-02,41.741757274,-87.604860187
Public Rack - Cottage Grove & 85th St,6,0,0,2023-02-15,2023-09-04,41.73991483333333,-87.60480083333333
Public Rack - Cottage Grove & 86th St,29,0,0,2023-03-05,2023-12-19,41.738117576,-87.604785323
Public Rack - Cottage Grove Ave & 111th St,1,0,0,2023-05-16,2023-05-16,41.69,-87.61
Public Rack - Cottage Grove Ave & 75th St,1,0,0,2023-03-05,2023-03-05,41.76,-87.61
Public Rack - Cottage Grove Ave & 87th St,13,0,0,2023-02-08,2023-10-22,41.736468554,-87.61
Public Rack - Cottage Grove Ave & 91st St,1,0,0,2023-12-13,2023-12-13,41.729459763,-87.603807211
Public Rack - Cottage Grove Ave & 92nd St,1,0,0,2023-05-23,2023-05-23,41.727351069,-87.604726553
Public Rack - Cottage Grove Ave & 98th St,2,0,0,2023-03-09,2023-04-27,41.72,-87.6
Public Rack - Cumberland & Catherine,194,10,0,2023-05-03,2024-01-27,41.977073908,-87.84
Public Rack - Damen & 81st,15,0,0,2023-05-02,2023-11-20,41.746343374,-87.673156738
Public Rack - Damen & 87th,6,0,0,2023-05-16,2023-12-23,41.735837221,-87.672704
Public Rack - Damen Ave & 47th St,13,0,0,2023-04-20,2023-10-28,41.808782,-87.67522683333334
Public Rack - Damen Ave & 80th St,2,0,0,2023-02-07,2023-05-21,41.75,-87.67
Public Rack - Damen Ave & 84th St,2,0,0,2023-07-09,2023-09-12,41.7402605,-87.672997713
Public Rack - Delphina & Foster,15,0,0,2023-05-03,2023-11-28,41.97,-87.841148973
Public Rack - Devon Ave & Central Ave,5,0,0,2023-05-05,2023-10-07,41.99738121,-87.764172077
Public Rack - Devon Ave & Kinzua Ave,1,0,0,2023-06-21,2023-06-21,41.99743983333333,-87.76463116666666
Public Rack - Devon Ave & Minnehaha Ave (east),4,0,0,2023-05-29,2023-10-08,41.99739233333333,-87.76292133333334
Public Rack - Division St & Christiana Ave,20,0,0,2023-04-09,2023-11-03,41.9,-87.710920811
Public Rack - Drake Ave & Leland Ave,27,5,0,2023-03-02,2024-01-29,41.965939999,-87.72
Public Rack - East End Ave & 75th St,3,0,0,2023-08-24,2023-09-10,41.758832,-87.58265483333334
Public Rack - East End Ave & 87th St,7,0,0,2023-03-04,2023-10-04,41.73707533333334,-87.58447733333334
Public Rack - Eberhart Ave & 61st St,5,0,0,2023-07-25,2023-09-15,41.783824205,-87.613098264
Public Rack - Eggleston Ave & 115th St,3,0,0,2023-05-14,2023-05-24,41.685189724,-87.633859992
Public Rack - Eli Whitney Public School,24,0,0,2023-05-18,2023-11-01,41.83992815,-87.73
Public Rack - Elizabeth St & 115th St,1,0,0,2023-05-31,2023-05-31,41.684885502,-87.652765155
Public Rack - Ellis Ave & 132nd Pl,1,0,0,2023-04-10,2023-04-10,41.66,-87.6
Public Rack - Ellis Ave & Doty Ave,1,0,0,2023-04-27,2023-04-27,41.66,-87.6
Public Rack - Elston Ave & Gunnison St,13,0,0,2023-05-18,2023-10-13,41.968518376,-87.740969777
Public Rack - Elston Ave & Kenneth Ave,36,0,0,2023-05-02,2023-09-26,41.96752,-87.74
Public Rack - Emerald Ave & 43rd St,12,1,0,2023-02-27,2024-01-31,41.81625066666667,-87.64464581
Public Rack - Emerald Ave & 45th St,2,0,0,2023-04-13,2023-10-11,41.81,-87.64489866666666
Public Rack - Evans Ave & 63rd St,31,0,0,2023-03-23,2023-12-27,41.78,-87.61
Public Rack - Ewing Ave & 101st St,2,0,0,2023-07-13,2023-08-10,41.711684823,-87.535194278
Public Rack - Ewing Ave & 102nd St,2,0,0,2023-07-26,2023-11-10,41.70989066666667,-87.535417438
Public Rack - Ewing Ave & 105th St,3,0,0,2023-07-13,2023-10-23,41.704452,-87.535842657
Public Rack - Ewing Ave & 106th St,6,0,0,2023-03-08,2023-10-07,41.7,-87.54
Public Rack - Ewing Ave & 106th St NW,6,0,0,2023-04-04,2023-11-26,41.7,-87.54
Public Rack - Ewing Ave & 107th St,15,0,0,2023-05-05,2023-09-03,41.7,-87.54
Public Rack - Ewing Ave & 95th St,3,0,0,2023-02-20,2023-09-08,41.72,-87.54
Public Rack - Ewing Ave & 96th St N,1,0,0,2023-07-13,2023-07-13,41.72159791,-87.535563946
Public Rack - Ewing Ave & 96th St S,2,0,0,2023-06-15,2023-12-29,41.7204775,-87.5351995
Public Rack - Ewing Ave & 99th St,8,2,0,2023-06-15,2024-01-30,41.7157495,-87.535427
Public Rack - Ewing Ave & Indianapolis Ave,6,0,0,2023-05-12,2023-11-15,41.71,-87.54
Public Rack - Exchange Ave & 73rd Pl,4,1,0,2023-06-21,2024-01-25,41.762536168,-87.563914657
Public Rack - Fairfield Ave & 63rd St,12,0,0,2023-02-12,2023-09-20,41.77908957,-87.693157
Public Rack - Ford City Mall,24,0,0,2023-05-09,2023-10-11,41.757112166666666,-87.741464496
Public Rack - Forest Glen & Peterson,64,1,0,2023-05-05,2024-01-31,41.98980083333333,-87.743004918
Public Rack - Forest Glen Station ,19,0,0,2023-08-05,2023-12-16,41.978657007,-87.755621791
Public Rack - Forrestville Ave & 47th St,44,0,0,2023-04-10,2023-12-26,41.809294105,-87.61332766666666
Public Rack - Foster Ave & Drake Ave,35,0,0,2023-05-10,2023-12-15,41.975550771,-87.72
Public Rack - Francisco Ave & Touhy Ave,16,0,0,2023-05-10,2023-12-24,42.01,-87.701266408
Public Rack - Fullerton Ave & Lavergne Ave,10,0,0,2023-04-13,2023-11-22,41.92,-87.75235883333333
Public Rack - Fullerton Ave & Narragansett Ave,76,5,0,2023-02-04,2024-01-30,41.92,-87.79
Public Rack - Garfield Park Conservatory,9,0,0,2023-04-07,2023-10-11,41.886373043,-87.72
Public Rack - Grand Ave & North Ave,3,0,0,2023-02-10,2023-10-02,41.90965066666666,-87.74
Public Rack - Greenwood Ave & Lake Park Ave,29,0,0,2023-03-07,2023-12-03,41.817136526,-87.6
Public Rack - Haft Ave & Milwaukee Ave,83,7,0,2023-05-16,2024-01-31,41.995448589,-87.79
Public Rack - Hale Ave & 111th St,1,0,0,2023-05-11,2023-05-11,41.69,-87.67
Public Rack - Halsted St & 102nd St,10,0,0,2023-03-08,2023-12-24,41.708042145,-87.64304083333333
Public Rack - Halsted St & 109th St,3,0,0,2023-04-13,2023-11-15,41.695713758,-87.642610312
Public Rack - Halsted St & 111th St,16,1,0,2023-05-21,2024-01-04,41.69,-87.642547846
Public Rack - Halsted St & 113th St,2,0,0,2023-05-21,2023-05-21,41.68850553,-87.642451167
